,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
4080023304,69.0,67.0,64.0,70.0,74.0,65.0,64.0,58.0,63.0,66.0,66.0,64.0,61.0,61.0,58.0,59.0,59.0,64.0,68.0,61.0,58.0,65.0,71.0,54.0
4080023404,64.0,68.0,60.0,63.0,60.0,60.0,63.0,60.0,65.0,64.0,64.0,66.0,55.0,61.0,68.0,65.0,61.0,61.0,52.0,58.0,56.0,61.0,60.0,56.0
4080032801,,,,,,,,,,11.0,,22.0,14.0,24.0,17.0,13.0,32.0,37.0,23.0,11.0,,,,
4080032701,,,,,,,,36.0,39.0,46.0,46.0,44.0,40.0,43.0,28.0,46.0,45.0,,,37.0,37.0,,40.0,40.0
4080037901,60.0,57.0,62.0,73.0,55.0,66.0,64.0,65.0,64.0,61.0,62.0,67.0,66.0,61.0,69.0,65.0,58.0,69.0,65.0,60.0,62.0,58.0,64.0,66.0
4080038001,55.0,57.0,57.0,56.0,67.0,68.0,61.0,60.0,65.0,63.0,64.0,62.0,61.0,65.0,66.0,59.0,65.0,68.0,57.0,64.0,58.0,54.0,69.0,70.0
4080037902,34.0,55.0,60.0,47.0,56.0,49.0,46.0,41.0,41.0,44.0,45.0,40.0,47.0,35.0,46.0,42.0,39.0,38.0,45.0,46.0,41.0,50.0,46.0,26.0
4080038002,37.0,43.0,39.0,36.0,35.0,28.0,25.0,20.0,13.0,17.0,23.0,16.0,14.0,19.0,17.0,18.0,18.0,22.0,21.0,27.0,33.0,21.0,15.0,21.0
4080016601,,,,,,,,,,,,,,,,,,,,,,,,
4080016501,,,,,,,,,,,,,,,,,,,,,,,,
4080020602,69.0,70.0,75.0,54.0,71.0,72.0,74.0,71.0,68.0,68.0,68.0,66.0,60.0,65.0,67.0,63.0,67.0,66.0,67.0,69.0,55.0,62.0,62.0,66.0
4080020502,73.0,71.0,68.0,61.0,77.0,74.0,63.0,65.0,72.0,69.0,68.0,67.0,42.0,57.0,70.0,71.0,69.0,69.0,68.0,68.0,68.0,67.0,61.0,64.0
4080020603,53.0,54.0,55.0,47.0,54.0,52.0,53.0,52.0,52.0,53.0,52.0,46.0,52.0,52.0,51.0,46.0,49.0,50.0,49.0,53.0,52.0,50.0,50.0,52.0
4080020503,55.0,55.0,51.0,52.0,55.0,47.0,47.0,31.0,37.0,28.0,22.0,28.0,25.0,32.0,41.0,32.0,41.0,22.0,37.0,38.0,27.0,29.0,25.0,51.0
4080031001,,,,,,,,48.0,57.0,49.0,40.0,51.0,48.0,52.0,55.0,49.0,52.0,46.0,49.0,,,51.0,,
4080030901,,,44.0,,,,48.0,48.0,50.0,44.0,30.0,44.0,49.0,58.0,53.0,43.0,54.0,47.0,45.0,35.0,47.0,,,
4080031401,,,,,,,,,54.0,50.0,44.0,45.0,48.0,49.0,53.0,50.0,51.0,58.0,,,,48.0,,
4080031301,,,44.0,,,,50.0,50.0,,,,48.0,,,47.0,44.0,53.0,49.0,47.0,34.0,,,,
4080031402,,,,,,,,,54.0,50.0,44.0,45.0,48.0,49.0,53.0,50.0,51.0,58.0,,,,48.0,,
4080031302,,,44.0,,,,50.0,50.0,,,,48.0,,,47.0,44.0,53.0,49.0,47.0,34.0,,,,
4080031403,,,,,,,,,54.0,50.0,44.0,45.0,48.0,49.0,53.0,50.0,51.0,58.0,,,,48.0,,
4080031303,,,44.0,,,,50.0,50.0,,,,48.0,,,47.0,44.0,53.0,49.0,47.0,34.0,,,,
4080031404,,,,,,,,,54.0,50.0,44.0,45.0,48.0,49.0,53.0,50.0,51.0,58.0,,,,48.0,,
4080031304,,,44.0,,,,50.0,50.0,,,,48.0,,,47.0,44.0,53.0,49.0,47.0,34.0,,,,
4080031601,,,,,,,,,54.0,50.0,44.0,45.0,48.0,49.0,53.0,50.0,51.0,58.0,,,,48.0,,
4080031501,,,44.0,,,,50.0,50.0,,,,48.0,,,47.0,44.0,53.0,49.0,47.0,34.0,,,,
4080031602,,,,,,,,,,,,,,,,,,,,,,,,
4080031502,,,,,,,,,,,,,,,,,,,,,,,,
4080036001,,,,,,,,55.0,43.0,56.0,,61.0,51.0,,56.0,56.0,46.0,52.0,,64.0,,,54.0,37.0
4080035901,,,,,,,,,,50.0,50.0,,55.0,50.0,49.0,53.0,50.0,46.0,50.0,43.0,,37.0,37.0,
4080037001,,,,,,40.0,,33.0,46.0,46.0,43.0,44.0,39.0,41.0,43.0,43.0,41.0,44.0,31.0,35.0,,,45.0,
4080036901,,,,,,,42.0,42.0,39.0,39.0,39.0,29.0,37.0,34.0,41.0,35.0,39.0,38.0,39.0,36.0,40.0,40.0,29.0,
4080037003,,,,,,40.0,,33.0,46.0,46.0,43.0,44.0,39.0,41.0,43.0,43.0,41.0,44.0,31.0,35.0,,,45.0,
4080036903,,,,,,,42.0,42.0,39.0,39.0,39.0,29.0,37.0,34.0,41.0,35.0,39.0,38.0,39.0,36.0,40.0,40.0,29.0,
4080037801,40.0,53.0,29.0,,34.0,41.0,40.0,36.0,41.0,37.0,32.0,32.0,36.0,35.0,37.0,35.0,37.0,31.0,27.0,38.0,36.0,36.0,34.0,35.0
4080037701,32.0,32.0,,39.0,30.0,30.0,36.0,33.0,33.0,35.0,31.0,30.0,33.0,32.0,34.0,31.0,34.0,36.0,33.0,33.0,34.0,32.0,35.0,32.0
4070019108,65.0,65.0,,,59.0,56.0,59.0,57.0,57.0,53.0,55.0,49.0,52.0,49.0,51.0,52.0,50.0,53.0,53.0,53.0,51.0,56.0,58.0,50.0
4070019208,60.0,,,57.0,56.0,36.0,57.0,44.0,48.0,41.0,37.0,35.0,34.0,36.0,35.0,38.0,39.0,40.0,43.0,45.0,46.0,48.0,50.0,54.0
4070019107,64.0,66.0,,66.0,60.0,63.0,63.0,62.0,62.0,57.0,60.0,58.0,58.0,57.0,57.0,58.0,59.0,60.0,57.0,55.0,62.0,61.0,63.0,55.0
4070019207,59.0,,,64.0,62.0,64.0,65.0,62.0,63.0,62.0,60.0,60.0,59.0,59.0,60.0,61.0,60.0,60.0,61.0,62.0,60.0,60.0,64.0,65.0
4070028401,66.0,67.0,74.0,68.0,74.0,74.0,70.0,66.0,67.0,64.0,64.0,66.0,66.0,62.0,62.0,65.0,65.0,66.0,67.0,68.0,64.0,64.0,64.0,62.0
4070028301,75.0,71.0,73.0,70.0,70.0,67.0,67.0,68.0,65.0,65.0,63.0,62.0,63.0,64.0,63.0,61.0,60.0,62.0,63.0,61.0,65.0,66.0,64.0,66.0
4070028402,66.0,67.0,74.0,68.0,74.0,74.0,70.0,66.0,67.0,64.0,64.0,66.0,66.0,62.0,62.0,65.0,65.0,66.0,67.0,68.0,64.0,64.0,64.0,62.0
4070028302,75.0,71.0,73.0,70.0,70.0,67.0,67.0,68.0,65.0,65.0,63.0,62.0,63.0,64.0,63.0,61.0,60.0,62.0,63.0,61.0,65.0,66.0,64.0,66.0
4070031702,32.0,55.0,37.0,16.0,35.0,45.0,41.0,39.0,41.0,41.0,37.0,39.0,37.0,37.0,41.0,40.0,41.0,40.0,44.0,36.0,36.0,41.0,44.0,38.0
4070031802,50.0,53.0,44.0,41.0,,51.0,55.0,51.0,51.0,51.0,51.0,48.0,51.0,51.0,51.0,51.0,50.0,51.0,51.0,51.0,53.0,45.0,50.0,51.0
4070042402,46.0,65.0,64.0,61.0,62.0,56.0,52.0,46.0,50.0,54.0,54.0,50.0,48.0,52.0,46.0,47.0,51.0,48.0,47.0,50.0,54.0,50.0,51.0,51.0
4070042302,56.0,63.0,58.0,61.0,57.0,43.0,47.0,44.0,44.0,43.0,47.0,50.0,41.0,38.0,39.0,39.0,40.0,44.0,46.0,45.0,47.0,52.0,55.0,51.0
4070042401,34.0,64.0,60.0,60.0,61.0,64.0,55.0,60.0,60.0,60.0,62.0,47.0,49.0,56.0,46.0,49.0,55.0,52.0,51.0,55.0,58.0,47.0,52.0,46.0
4070042301,54.0,62.0,53.0,57.0,56.0,42.0,39.0,46.0,50.0,35.0,44.0,51.0,35.0,37.0,33.0,37.0,47.0,41.0,48.0,51.0,43.0,53.0,52.0,48.0
4070034001,,,,,,,39.0,42.0,49.0,33.0,46.0,49.0,50.0,50.0,49.0,51.0,46.0,51.0,42.0,49.0,46.0,47.0,21.0,18.0
4070033901,,,,,,,50.0,46.0,48.0,51.0,48.0,45.0,42.0,37.0,47.0,48.0,48.0,52.0,48.0,50.0,45.0,14.0,30.0,45.0
4070033402,,,,,,,,,,,,,,,,,,,,,,,,
4070033302,,,,,,,,,,,,,,,,,,,,,,,,
4070042801,55.0,57.0,60.0,61.0,62.0,47.0,42.0,30.0,46.0,46.0,36.0,29.0,29.0,26.0,24.0,23.0,24.0,30.0,26.0,25.0,39.0,37.0,38.0,48.0
4070042701,47.0,57.0,51.0,58.0,56.0,38.0,36.0,41.0,41.0,42.0,39.0,37.0,34.0,36.0,32.0,33.0,33.0,45.0,53.0,43.0,38.0,39.0,41.0,43.0
4070042802,62.0,54.0,53.0,39.0,53.0,42.0,42.0,39.0,27.0,40.0,38.0,28.0,32.0,34.0,32.0,31.0,31.0,37.0,30.0,29.0,42.0,37.0,43.0,35.0
4070042702,49.0,51.0,51.0,37.0,50.0,45.0,32.0,47.0,37.0,35.0,28.0,39.0,29.0,35.0,37.0,32.0,37.0,36.0,37.0,41.0,32.0,36.0,43.0,39.0
4070036103,54.0,,,,,59.0,40.0,42.0,26.0,35.0,29.0,45.0,51.0,43.0,43.0,23.0,26.0,45.0,44.0,50.0,34.0,29.0,29.0,34.0
4070036204,,,,,,,47.0,,36.0,40.0,39.0,39.0,38.0,39.0,34.0,37.0,39.0,38.0,35.0,42.0,37.0,35.0,39.0,35.0
4070036102,54.0,,,,,59.0,40.0,42.0,26.0,35.0,29.0,45.0,51.0,43.0,43.0,23.0,26.0,45.0,44.0,50.0,34.0,29.0,29.0,34.0
4070036202,,,,,,,,,49.0,57.0,54.0,52.0,53.0,57.0,50.0,53.0,62.0,46.0,61.0,,57.0,53.0,,
4070036101,37.0,,,,,58.0,63.0,61.0,60.0,50.0,50.0,53.0,53.0,52.0,52.0,54.0,51.0,53.0,52.0,58.0,54.0,51.0,46.0,48.0
4070036201,,,,,,,,,57.0,58.0,53.0,53.0,55.0,58.0,54.0,53.0,57.0,53.0,56.0,45.0,53.0,57.0,40.0,
4070033401,,,,,,,,,,,,,,,,,,,,,,,,
4070033301,,,,,,,,,,,,,,,,,,,,,,,,
4070035001,,,62.0,62.0,,,,,59.0,59.0,52.0,,59.0,59.0,58.0,61.0,58.0,58.0,60.0,58.0,58.0,51.0,52.0,
4070034901,,,,,,,66.0,59.0,56.0,57.0,52.0,57.0,57.0,60.0,57.0,56.0,57.0,58.0,55.0,58.0,61.0,,46.0,
4070035002,,,,,,,,,,,,,,,,,,,,,,,,
4070034902,,,,,,,,,,,,,,,,,,,,,,,,
4070035003,,,66.0,66.0,,,,,66.0,60.0,50.0,,58.0,57.0,61.0,61.0,60.0,62.0,63.0,58.0,60.0,60.0,54.0,51.0
4070034903,,,,,,,66.0,43.0,48.0,54.0,49.0,55.0,48.0,54.0,50.0,51.0,52.0,53.0,50.0,57.0,66.0,,49.0,
4070035004,,,,,,,,,,,,,,,,,,,,,,,,
4070034904,,,,,,,,,,,,,,,,,,,,,,,,
4070043204,58.0,57.0,65.0,64.0,60.0,65.0,58.0,57.0,56.0,57.0,55.0,56.0,58.0,60.0,59.0,60.0,59.0,58.0,58.0,62.0,54.0,55.0,55.0,55.0
4070043104,,,,,,,,48.0,64.0,45.0,47.0,48.0,50.0,48.0,49.0,51.0,52.0,51.0,48.0,49.0,44.0,41.0,42.0,
4070043902,50.0,57.0,47.0,57.0,44.0,51.0,35.0,43.0,48.0,33.0,41.0,42.0,45.0,36.0,40.0,38.0,41.0,42.0,39.0,42.0,39.0,39.0,36.0,52.0
4070044002,47.0,60.0,54.0,59.0,51.0,50.0,51.0,45.0,46.0,47.0,49.0,42.0,49.0,48.0,49.0,40.0,45.0,41.0,44.0,46.0,47.0,41.0,44.0,47.0
4070043903,50.0,57.0,47.0,57.0,44.0,51.0,35.0,43.0,48.0,33.0,41.0,42.0,45.0,36.0,40.0,38.0,41.0,42.0,39.0,42.0,39.0,39.0,36.0,52.0
4070044003,47.0,60.0,54.0,59.0,51.0,50.0,51.0,45.0,46.0,47.0,49.0,42.0,49.0,48.0,49.0,40.0,45.0,41.0,44.0,46.0,47.0,41.0,44.0,47.0
4070044701,57.0,61.0,,51.0,,52.0,58.0,44.0,48.0,52.0,55.0,55.0,52.0,47.0,53.0,51.0,53.0,55.0,50.0,50.0,50.0,58.0,52.0,58.0
4070044801,72.0,68.0,72.0,69.0,63.0,66.0,65.0,57.0,61.0,58.0,62.0,64.0,55.0,61.0,60.0,58.0,64.0,58.0,65.0,65.0,51.0,54.0,64.0,63.0
4070032503,,,61.0,61.0,,,,,64.0,54.0,59.0,60.0,57.0,57.0,54.0,56.0,54.0,52.0,59.0,54.0,59.0,57.0,,61.0
4070032603,,,,,,,65.0,60.0,57.0,58.0,58.0,58.0,56.0,55.0,57.0,53.0,58.0,53.0,46.0,59.0,61.0,,54.0,
4070032502,,,61.0,61.0,,,,,64.0,54.0,59.0,60.0,57.0,57.0,54.0,56.0,54.0,52.0,59.0,54.0,59.0,57.0,,61.0
4070032602,,,,,,,65.0,60.0,57.0,58.0,58.0,58.0,56.0,55.0,57.0,53.0,58.0,53.0,46.0,59.0,61.0,,54.0,
4070032501,,,61.0,61.0,,,,,64.0,54.0,59.0,60.0,57.0,57.0,54.0,56.0,54.0,52.0,59.0,54.0,59.0,57.0,,61.0
4070032601,,,,,,,65.0,60.0,57.0,58.0,58.0,58.0,56.0,55.0,57.0,53.0,58.0,53.0,46.0,59.0,61.0,,54.0,
4070020803,68.0,66.0,69.0,68.0,74.0,64.0,66.0,62.0,63.0,61.0,63.0,62.0,61.0,62.0,63.0,62.0,63.0,61.0,61.0,65.0,62.0,64.0,62.0,64.0
4070020703,72.0,71.0,71.0,73.0,72.0,72.0,69.0,68.0,66.0,64.0,68.0,62.0,66.0,66.0,62.0,63.0,64.0,63.0,63.0,64.0,64.0,64.0,63.0,65.0
4070020802,68.0,66.0,69.0,68.0,74.0,64.0,66.0,62.0,63.0,61.0,63.0,62.0,61.0,62.0,63.0,62.0,63.0,61.0,61.0,65.0,62.0,64.0,62.0,64.0
4070020702,72.0,71.0,71.0,73.0,72.0,72.0,69.0,68.0,66.0,64.0,68.0,62.0,66.0,66.0,62.0,63.0,64.0,63.0,63.0,64.0,64.0,64.0,63.0,65.0
4070020801,68.0,66.0,69.0,68.0,74.0,64.0,66.0,62.0,63.0,61.0,63.0,62.0,61.0,62.0,63.0,62.0,63.0,61.0,61.0,65.0,62.0,64.0,62.0,64.0
4070020701,72.0,71.0,71.0,73.0,72.0,72.0,69.0,68.0,66.0,64.0,68.0,62.0,66.0,66.0,62.0,63.0,64.0,63.0,63.0,64.0,64.0,64.0,63.0,65.0
4070029301,,,36.0,,,,30.0,,21.0,24.0,28.0,31.0,33.0,31.0,30.0,32.0,30.0,32.0,28.0,33.0,32.0,18.0,,
4070029401,34.0,,,,35.0,35.0,26.0,34.0,,35.0,31.0,32.0,33.0,32.0,31.0,30.0,28.0,33.0,32.0,33.0,34.0,30.0,35.0,36.0
4070030303,,,38.0,,55.0,15.0,42.0,51.0,47.0,44.0,49.0,44.0,43.0,44.0,46.0,48.0,47.0,44.0,46.0,47.0,48.0,48.0,49.0,47.0
4070030403,47.0,,43.0,,11.0,51.0,51.0,51.0,52.0,51.0,50.0,49.0,50.0,47.0,48.0,50.0,52.0,49.0,53.0,52.0,46.0,49.0,47.0,54.0
4070030302,,,38.0,,55.0,15.0,42.0,51.0,47.0,44.0,49.0,44.0,43.0,44.0,46.0,48.0,47.0,44.0,46.0,47.0,48.0,48.0,49.0,47.0
4070030402,47.0,,43.0,,11.0,51.0,51.0,51.0,52.0,51.0,50.0,49.0,50.0,47.0,48.0,50.0,52.0,49.0,53.0,52.0,46.0,49.0,47.0,54.0
4070030301,,,38.0,,55.0,15.0,42.0,51.0,47.0,44.0,49.0,44.0,43.0,44.0,46.0,48.0,47.0,44.0,46.0,47.0,48.0,48.0,49.0,47.0
4070030401,47.0,,43.0,,11.0,51.0,51.0,51.0,52.0,51.0,50.0,49.0,50.0,47.0,48.0,50.0,52.0,49.0,53.0,52.0,46.0,49.0,47.0,54.0
4070021704,61.0,53.0,39.0,,56.0,54.0,54.0,51.0,51.0,51.0,55.0,54.0,50.0,52.0,50.0,52.0,52.0,52.0,55.0,55.0,51.0,56.0,46.0,55.0
4070021804,52.0,59.0,50.0,63.0,60.0,58.0,51.0,56.0,57.0,55.0,53.0,54.0,54.0,53.0,52.0,52.0,54.0,53.0,58.0,58.0,52.0,58.0,56.0,61.0
4070021703,64.0,62.0,47.0,59.0,59.0,55.0,49.0,50.0,44.0,47.0,47.0,46.0,47.0,46.0,44.0,45.0,45.0,46.0,47.0,45.0,47.0,51.0,44.0,54.0
4070021803,60.0,60.0,60.0,63.0,59.0,62.0,55.0,55.0,53.0,51.0,50.0,50.0,49.0,50.0,48.0,49.0,51.0,52.0,53.0,55.0,52.0,55.0,55.0,57.0
4070021701,64.0,62.0,50.0,59.0,59.0,55.0,45.0,51.0,39.0,44.0,41.0,40.0,43.0,41.0,40.0,39.0,40.0,41.0,42.0,39.0,44.0,47.0,42.0,52.0
4070021801,60.0,60.0,60.0,63.0,59.0,62.0,55.0,55.0,53.0,51.0,50.0,50.0,49.0,50.0,48.0,49.0,51.0,52.0,53.0,55.0,52.0,55.0,55.0,57.0
4070018405,71.0,71.0,75.0,74.0,75.0,72.0,71.0,69.0,69.0,68.0,63.0,64.0,61.0,62.0,63.0,60.0,61.0,63.0,65.0,64.0,65.0,64.0,68.0,68.0
4070018305,72.0,68.0,77.0,70.0,71.0,66.0,48.0,56.0,50.0,51.0,56.0,50.0,60.0,48.0,44.0,57.0,50.0,50.0,51.0,52.0,43.0,46.0,54.0,52.0
4070018404,70.0,71.0,76.0,70.0,76.0,74.0,74.0,73.0,71.0,72.0,68.0,69.0,70.0,68.0,69.0,69.0,68.0,69.0,68.0,73.0,73.0,62.0,73.0,74.0
4070018304,71.0,71.0,77.0,69.0,72.0,74.0,70.0,72.0,69.0,69.0,67.0,64.0,64.0,67.0,65.0,61.0,61.0,65.0,66.0,68.0,66.0,70.0,70.0,59.0
4070018402,70.0,71.0,76.0,70.0,76.0,74.0,74.0,73.0,71.0,72.0,68.0,69.0,70.0,68.0,69.0,69.0,68.0,69.0,68.0,73.0,73.0,62.0,73.0,74.0
4070018302,71.0,71.0,77.0,69.0,72.0,74.0,70.0,72.0,69.0,69.0,67.0,64.0,64.0,67.0,65.0,61.0,61.0,65.0,66.0,68.0,66.0,70.0,70.0,59.0
4080045403,54.0,57.0,62.0,61.0,62.0,60.0,61.0,60.0,55.0,58.0,57.0,54.0,54.0,54.0,57.0,56.0,56.0,57.0,55.0,56.0,56.0,53.0,55.0,58.0
4080045303,58.0,55.0,65.0,59.0,54.0,56.0,56.0,58.0,56.0,56.0,56.0,55.0,54.0,53.0,54.0,53.0,55.0,54.0,54.0,55.0,56.0,56.0,57.0,58.0
4080045101,47.0,37.0,42.0,,48.0,14.0,41.0,41.0,45.0,37.0,39.0,29.0,36.0,35.0,38.0,40.0,29.0,39.0,41.0,40.0,36.0,42.0,34.0,45.0
4080045201,35.0,63.0,43.0,40.0,42.0,35.0,41.0,44.0,39.0,42.0,34.0,30.0,37.0,36.0,39.0,34.0,35.0,41.0,34.0,42.0,36.0,39.0,41.0,41.0
4080045104,59.0,53.0,51.0,,64.0,59.0,60.0,57.0,56.0,51.0,45.0,47.0,47.0,50.0,52.0,50.0,49.0,51.0,50.0,49.0,49.0,52.0,55.0,62.0
4080045204,48.0,66.0,53.0,62.0,47.0,49.0,56.0,45.0,50.0,51.0,47.0,44.0,49.0,48.0,52.0,48.0,48.0,48.0,50.0,51.0,48.0,53.0,51.0,51.0
4080045105,65.0,,53.0,,65.0,61.0,64.0,61.0,63.0,60.0,60.0,59.0,62.0,56.0,60.0,59.0,60.0,61.0,62.0,58.0,56.0,57.0,63.0,63.0
4080045205,55.0,66.0,,66.0,57.0,53.0,63.0,53.0,62.0,61.0,60.0,62.0,62.0,60.0,61.0,61.0,61.0,59.0,62.0,60.0,61.0,58.0,60.0,60.0
4080048501,,,57.0,,63.0,63.0,53.0,,52.0,55.0,53.0,55.0,56.0,53.0,55.0,52.0,53.0,52.0,52.0,56.0,53.0,59.0,,
4080048601,53.0,55.0,,,,58.0,52.0,45.0,,62.0,58.0,55.0,59.0,51.0,56.0,53.0,54.0,55.0,56.0,55.0,54.0,62.0,56.0,56.0
4080048502,,,57.0,,63.0,63.0,53.0,,52.0,55.0,53.0,55.0,56.0,53.0,55.0,52.0,53.0,52.0,52.0,56.0,53.0,59.0,,
4080048602,53.0,55.0,,,,58.0,52.0,45.0,,62.0,58.0,55.0,59.0,51.0,56.0,53.0,54.0,55.0,56.0,55.0,54.0,62.0,56.0,56.0
4070023301,,,61.0,,55.0,55.0,53.0,,58.0,59.0,58.0,57.0,60.0,56.0,58.0,59.0,56.0,58.0,60.0,57.0,62.0,60.0,,
4070026102,,,65.0,,,,52.0,,64.0,60.0,59.0,61.0,62.0,59.0,60.0,55.0,55.0,59.0,63.0,60.0,56.0,62.0,,
4070026202,61.0,55.0,,,,57.0,40.0,58.0,61.0,61.0,60.0,62.0,63.0,61.0,60.0,59.0,60.0,63.0,54.0,56.0,64.0,65.0,54.0,65.0
4070026101,,,64.0,,,,51.0,,63.0,60.0,59.0,60.0,61.0,57.0,59.0,54.0,54.0,58.0,62.0,60.0,56.0,61.0,,
4070026201,58.0,55.0,,,,57.0,34.0,58.0,59.0,61.0,58.0,61.0,62.0,60.0,59.0,59.0,59.0,63.0,54.0,55.0,63.0,63.0,53.0,58.0
4070028701,,,46.0,,,,25.0,,46.0,45.0,36.0,22.0,40.0,28.0,26.0,34.0,41.0,33.0,36.0,45.0,34.0,39.0,,
4070028801,45.0,38.0,,,55.0,38.0,27.0,51.0,,43.0,43.0,41.0,43.0,37.0,37.0,36.0,40.0,41.0,35.0,43.0,41.0,33.0,42.0,46.0
4070045901,63.0,73.0,68.0,76.0,73.0,59.0,55.0,53.0,52.0,51.0,56.0,51.0,56.0,52.0,53.0,53.0,53.0,52.0,51.0,50.0,55.0,51.0,57.0,48.0
4070046001,69.0,71.0,72.0,70.0,68.0,70.0,65.0,66.0,62.0,64.0,62.0,57.0,61.0,60.0,57.0,59.0,61.0,59.0,57.0,54.0,63.0,62.0,67.0,66.0
4070045903,62.0,64.0,63.0,75.0,73.0,60.0,61.0,60.0,66.0,62.0,52.0,53.0,55.0,53.0,52.0,54.0,50.0,48.0,49.0,51.0,51.0,54.0,52.0,64.0
4070046003,72.0,70.0,70.0,63.0,66.0,58.0,40.0,48.0,38.0,43.0,29.0,32.0,21.0,29.0,26.0,28.0,29.0,34.0,37.0,37.0,49.0,41.0,45.0,60.0
4070045902,64.0,67.0,64.0,70.0,70.0,45.0,41.0,44.0,57.0,48.0,35.0,49.0,41.0,44.0,45.0,43.0,35.0,27.0,28.0,38.0,32.0,42.0,48.0,53.0
4070046002,71.0,71.0,74.0,71.0,66.0,67.0,44.0,41.0,30.0,36.0,28.0,27.0,40.0,31.0,44.0,34.0,34.0,43.0,55.0,57.0,53.0,45.0,55.0,64.0
4070041702,50.0,60.0,57.0,59.0,59.0,51.0,51.0,54.0,57.0,56.0,53.0,53.0,53.0,54.0,51.0,52.0,51.0,52.0,52.0,47.0,48.0,46.0,57.0,47.0
4070041802,47.0,49.0,50.0,55.0,50.0,31.0,42.0,42.0,32.0,37.0,27.0,26.0,25.0,38.0,24.0,26.0,29.0,29.0,32.0,30.0,34.0,33.0,39.0,44.0
4070041801,49.0,50.0,55.0,51.0,48.0,55.0,48.0,57.0,49.0,42.0,43.0,39.0,41.0,39.0,41.0,42.0,43.0,44.0,41.0,40.0,38.0,42.0,41.0,53.0
4070040501,51.0,50.0,51.0,53.0,46.0,53.0,42.0,40.0,41.0,42.0,35.0,38.0,35.0,37.0,40.0,37.0,38.0,43.0,40.0,41.0,42.0,40.0,42.0,45.0
4070040601,49.0,53.0,53.0,54.0,54.0,54.0,51.0,51.0,47.0,47.0,42.0,43.0,44.0,42.0,46.0,43.0,42.0,42.0,44.0,46.0,47.0,47.0,43.0,52.0
4070039701,51.0,50.0,51.0,53.0,46.0,53.0,42.0,40.0,41.0,42.0,35.0,38.0,35.0,37.0,40.0,37.0,38.0,43.0,40.0,41.0,42.0,40.0,42.0,45.0
4070039801,49.0,53.0,53.0,54.0,54.0,54.0,51.0,51.0,47.0,47.0,42.0,43.0,44.0,42.0,46.0,43.0,42.0,42.0,44.0,46.0,47.0,47.0,43.0,52.0
4080048302,,,39.0,,40.0,40.0,35.0,,26.0,34.0,35.0,35.0,36.0,34.0,36.0,30.0,35.0,34.0,31.0,34.0,35.0,,,
4080048402,41.0,44.0,,,,35.0,35.0,29.0,,50.0,42.0,37.0,37.0,35.0,35.0,35.0,35.0,35.0,34.0,42.0,36.0,51.0,39.0,39.0
4080048301,,,32.0,,33.0,33.0,32.0,,23.0,29.0,30.0,31.0,31.0,30.0,30.0,28.0,31.0,29.0,27.0,29.0,30.0,,,
4080048401,33.0,,,,,31.0,31.0,29.0,,31.0,30.0,31.0,33.0,31.0,28.0,29.0,31.0,31.0,28.0,29.0,29.0,,31.0,33.0
4080046203,33.0,33.0,33.0,28.0,33.0,31.0,46.0,41.0,44.0,39.0,47.0,50.0,53.0,47.0,42.0,54.0,51.0,47.0,46.0,52.0,47.0,53.0,39.0,31.0
4080046103,,,,,,,56.0,,,60.0,57.0,60.0,61.0,56.0,59.0,53.0,48.0,58.0,52.0,,46.0,,51.0,
4080046202,33.0,33.0,33.0,28.0,33.0,31.0,47.0,41.0,44.0,39.0,49.0,53.0,53.0,53.0,51.0,54.0,54.0,49.0,48.0,54.0,47.0,55.0,39.0,31.0
4080046102,,,,,,,58.0,,,61.0,62.0,63.0,63.0,58.0,60.0,61.0,48.0,60.0,57.0,66.0,54.0,,51.0,
4080046201,,,,,,,,,,,41.0,44.0,50.0,50.0,50.0,47.0,51.0,46.0,57.0,50.0,64.0,59.0,,
4080046101,,,,,,,39.0,,,49.0,44.0,50.0,53.0,42.0,48.0,45.0,39.0,50.0,45.0,44.0,44.0,,,
4080039803,,,,,,,,,,36.0,36.0,39.0,21.0,29.0,18.0,30.0,44.0,38.0,21.0,20.0,27.0,20.0,29.0,
4080039703,,,,,,,,,,39.0,41.0,41.0,44.0,39.0,44.0,46.0,41.0,46.0,46.0,,,,,
4080039802,,,,,,,,,,36.0,36.0,39.0,21.0,29.0,18.0,30.0,44.0,38.0,21.0,20.0,27.0,20.0,29.0,
4080039702,,,,,,,,,,39.0,41.0,41.0,44.0,39.0,44.0,46.0,41.0,46.0,46.0,,,,,
4080039801,,,,,,,,,,36.0,36.0,39.0,21.0,29.0,18.0,30.0,44.0,38.0,21.0,20.0,27.0,20.0,29.0,
4080039701,,,,,,,,,,39.0,41.0,41.0,44.0,39.0,44.0,46.0,41.0,46.0,46.0,,,,,
4080026801,56.0,64.0,63.0,57.0,60.0,48.0,47.0,49.0,44.0,40.0,43.0,45.0,45.0,43.0,45.0,41.0,44.0,41.0,41.0,41.0,44.0,39.0,48.0,43.0
4080026701,66.0,62.0,62.0,57.0,64.0,62.0,62.0,57.0,49.0,50.0,47.0,46.0,51.0,57.0,55.0,53.0,51.0,47.0,40.0,51.0,56.0,55.0,48.0,60.0
